Bandleader,Orchestra,Date,Title,AltTitle,Genre,Singer,Label,Master,Matrix,Disc,Composer,Author,Arranger,Grouping,Pianist,Bassist,Bandoneons,Strings,Lineup,Img_Type,Img_Folder,Img_Side,Img_Album
José Basso,Orquesta José Basso,1967,A Mis Pagos Voy,,Tango,Alfredo Belusi Y Carlos Rossi,Music Hall,,,2045,Luis Savastano,Eduardo Pedrotta,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1967,Amor y Tango,,Tango,Alfredo Belusi,Music Hall,,31323,2136,José Basso,Carlos Bahr,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1967,Besos Brujos,,Tango,Carlos Rossi,Music Hall,,,2136,Alfredo Malerba,Rodolfo Sciammarella,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1967,Celeste Lluvia,,Vals,Instrumental,Music Hall,,,2045,José Basso,,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1967,Copa de Ajenjo,,Tango,Alfredo Belusi,Music Hall,,,2136,Juan Canaro,Carlos Pesce,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1967,Corazón No Le Hagas Caso,,Tango,Carlos Rossi,Music Hall,,,2136,Armando Pontier,Carlos Bahr,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1967,El Ciruja,,Tango,Alfredo Belusi,Music Hall,,,2045,Ernesto De La Cruz,Francisco Marino,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1967,El Pulga,,Tango,Instrumental,Music Hall,,,2045,José Basso,,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1967,En Carne Viva,,Tango,Alfredo Belusi,Music Hall,,,30878,Cholo Aguirre,Cholo Aguirre,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1967,Farol,,Tango,Alfredo Belusi,Music Hall,,,2136,Virgilio Expósito,Homero Expósito,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1967,Jamás Lo Vas a Saber,,Tango,Alfredo Belusi,Music Hall,,31084,2045,Manuel Sucher,Abel Aznar,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1967,La Vieja Serenata,,Vals,Alfredo Belusi,Music Hall,,,2136,Teófilo Ibáñez,Sandalio Gómez,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1967,Madreselva,,Tango,Carlos Rossi,Music Hall,,31147,2045,Francisco Canaro,Luis Amadori,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1967,Me Están Sobrando las Penas,,Tango,Carlos Rossi,Music Hall,,,2136,"José Basso, Argentino Galván",Carlos Bahr,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1967,Pedacito de Cielo,,Vals,Carlos Rossi,Music Hall,,,2136,"Enrique Francini, Héctor Stamponi",Homero Expósito,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1967,Precio,,Tango,Carlos Rossi,Music Hall,,,2136,Manuel Sucher,Carlos Bahr,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1967,Qué Habrá Sido de Lucía,,Tango,Carlos Rossi,Music Hall,,,2136,Emilio Balcarce,Leopoldo Vélez,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1967,Rosicler,,Tango,Carlos Rossi,Music Hall,,31084,2045,José Basso,Francisco Jiménez,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso y Roberto Grela,1967,Se Tiran Conmigo,,Tango,Alfredo Belusi,Music Hall,,31147,2045,"José Díaz, Luis Díaz",Luis Díaz,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti, Roberto Grela (Guitar)","Piano, Bass, 4 Bandoneons, 5 Violins, Guitar",,,,
José Basso,Orquesta José Basso,1967,Tango y Copas,Otro Tango | Tangos y Copas,Tango,Alfredo Belusi,Music Hall,,,2136,Héctor Artola,Carlos Bahr,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1967,Un Tango Para la Falda,,Tango,Carlos Rossi,Music Hall,,,,José Basso,Juan Mareco,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1967,Vida Perra,,Tango,Alfredo Belusi,Music Hall,,,31248,Rodolfo Sciammarella,Luis Rubistein,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1968,Dame Tiempo,,Tango,Luis Correa,Music Hall,,,2300,"Cristóbal Ramos, Alberto Podestá",Francisco Yoni,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1968,Dónde Estás Japonesita,,Tango,Juan Carlos Godoy Y Luis Correa,Music Hall,,,2300,José Basso,Norbeto Aroldi,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1968,La Mariposa,Gorjeos,Tango,Juan Carlos Godoy,Music Hall,,,2300,Pedro Maffía,Celedonio Flores,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1968,Melenita de Oro,,Tango,Juan Carlos Godoy,Music Hall,,,2300,Carlos Flores,Samuel Linnig,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1968,Mi Luna,,Tango,Juan Carlos Godoy,Music Hall,,,2300,Carlos Olmedo,Lito Bayardo,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1968,Mientras Tú No Llegas,,Tango,Carlos Rossi,Music Hall,,,,Manuel Sucher,Carlos Bahr,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1968,Milonga del Siglo Xv,Milonga del Siglo Quince,Milonga,Luis Correa,Music Hall,,31742,2300,José Basso,,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1968,Necesito Olvidar,,Tango,Juan Carlos Godoy,Music Hall,,,2300,Rodolfo Sciammarella,Manuel Romero,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1968,Por Vos Filosofía,Para Vos Filosofía,Tango,Luis Correa,Music Hall,,,2300,Riel,Abel Aznar,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1968,Soledad la de Barracas,,Tango,Luis Correa,Music Hall,,,2300,Roberto Garza,Carlos Bahr,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1968,Su Nombre Era Margot,,Tango,Alfredo Belusi,Music Hall,,,,Ángel Cabral,Ángel Cabral,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1968,Una Piba Como Vos,,Tango,Luis Correa,Music Hall,,31742,2300,Edgardo Truffa,Dante Gilardoni,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1968,Yo No Sé Qué Me Han Hecho Tus Ojos,,Vals,Juan Carlos Godoy,Music Hall,,,2300,Francisco Canaro,Francisco Canaro,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1968,El Rosal,,Tango,Juan Carlos Godoy Y Luis Correa,Music Hall,,,2300,Gerardo Rodríguez,Manuel Romero,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1969,Copa de Ajenjo,,Tango,Alfredo Belusi,Music Hall,,,,Juan Canaro,Carlos Pesce,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1969,Farol,,Tango,Alfredo Belusi,Music Hall,,,,Virgilio Expósito,Homero Expósito,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1969,La Vieja Serenata,,Vals,Alfredo Belusi,Music Hall,,,,Teófilo Ibáñez,Sandalio Gómez,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1969,Los Despojos,,Tango,Juan Carlos Godoy,Music Hall,,,SIN PUBLICAR,José Dames,Horacio Sanguinetti,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1969,Secuestro,,Milonga,Luis Correa,Music Hall,,,SIN PUBLICAR,Américo Viglione,Ernesto Cardenal,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1969,Tango y Copas,Otro Tango | Tangos y Copas,Tango,Alfredo Belusi,Music Hall,,,,Héctor Artola,Carlos Bahr,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,El Cuatro de Pepe Basso,1970,A la Gran Muñeca,,Tango,Instrumental,Music Hall,,,70730,Jesús Ventura,Miguel Osés,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1970,Canaro en París,Canaro en París,Tango,Instrumental,Almalí,,,70730,"Alejandro Scarpino, Juan Caldarella",José Scarpino,,70 Almalí + Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1970,Chiqué,El Elegante,Tango,Instrumental,Music Hall,,,70730,Ricardo Brignolo,Ricardo Brignolo,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1970,El Choclo,Kiss Of Fire,Tango,Instrumental,Music Hall,,,70730,Ángel Villoldo,"Juan Catán, Enrique Discépolo",,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1970,El Huracán,El Huracán,Tango,Instrumental,Music Hall,,,70730,"Osvaldo Donato, Edgardo Donato",Nolo López,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1970,Felicia,,Tango,Instrumental,Music Hall,,,70730,Enrique Saborido,Carlos Pacheco,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1970,La Cachila,,Tango,Instrumental,Music Hall,,,70730,Eduardo Arolas,Héctor Polito,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1970,La Morocha,,Tango,Instrumental,Music Hall,,,70730,Enrique Saborido,Ángel Villoldo,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1970,Mamá Yo Quiero un Novio,,Tango,Instrumental,Music Hall,,,70730,Ramón Collazo,Roberto Fontaina,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1970,Nostalgias,,Tango,Instrumental,Music Hall,,,70730,Juan Cobián,Enrique Cadícamo,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1970,Organito de la Tarde,,Tango,Instrumental,Music Hall,,,70730,Castillo Cátulo,José Castillo,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1970,Quejas de Bandoneón,Quejas de Bandoneón,Tango,Instrumental,Music Hall,,,70730,Juan Filiberto,,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1970,Re Fa Si,,Tango,Instrumental,Music Hall,,,70730,Enrique Delfino,,,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1970,Rodríguez Peña,Rodríguez Peña,Tango,Instrumental,Music Hall,,,70730,Vicente Greco,"Ernesto Temes, Juan Velich, Rafael Velich",,62-70 Music Hall,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Misé, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins",,,,
José Basso,Orquesta José Basso,1970,Caminito,,Tango,Instrumental,Almalí,,,30007,Juan Filiberto,Gabino Peñaloza,,70 Almalí + Odeón,José Basso,Francisco De Lorenzo,"Roberto Pansera, Juan Carlos Bera, Eduardo Corti, Lisandro Adrover","Osvaldo Rodríguez, Armando Husso, José Singla, José Fernández","Piano, Bass, 4 Bandoneons, 4 Violins",,,,
José Basso,Orquesta José Basso,1970,Yira Yira,,Tango,Instrumental,Almalí,,,30007,Enrique Discépolo,Enrique Discépolo,,70 Almalí + Odeón,José Basso,Francisco De Lorenzo,"Roberto Pansera, Juan Carlos Bera, Eduardo Corti, Lisandro Adrover","Osvaldo Rodríguez, Armando Husso, José Singla, José Fernández","Piano, Bass, 4 Bandoneons, 4 Violins",,,,
José Basso,Orquesta José Basso,1970,La Cumparsita,,Tango,Instrumental,Almalí,,,30007,Gerardo Rodríguez,"Pascual Contursi, Enrique Maroni, Gerardo Rodríguez",,70 Almalí + Odeón,José Basso,Francisco De Lorenzo,"Roberto Pansera, Juan Carlos Bera, Eduardo Corti, Lisandro Adrover","Osvaldo Rodríguez, Armando Husso, José Singla, José Fernández","Piano, Bass, 4 Bandoneons, 4 Violins",,,,
José Basso,Orquesta José Basso,1970,El Esquinazo,,Milonga,Instrumental,Almalí,,,30007,Ángel Villoldo,"Carlos Pesce, Antonio Polito",,70 Almalí + Odeón,José Basso,Francisco De Lorenzo,"Roberto Pansera, Juan Carlos Bera, Eduardo Corti, Lisandro Adrover","Osvaldo Rodríguez, Armando Husso, José Singla, José Fernández","Piano, Bass, 4 Bandoneons, 4 Violins",,,,
José Basso,Orquesta José Basso,1970,Adiós Muchachos,,Tango,Instrumental,Almalí,,,30007,Julio Sanders,"César Vedani, Carol Raven",,70 Almalí + Odeón,José Basso,Francisco De Lorenzo,"Roberto Pansera, Juan Carlos Bera, Eduardo Corti, Lisandro Adrover","Osvaldo Rodríguez, Armando Husso, José Singla, José Fernández","Piano, Bass, 4 Bandoneons, 4 Violins",,,,
José Basso,Orquesta José Basso,1970,Inspiración,,Tango,Instrumental,Almalí,,,30007,Peregrino Paulos,Luis Rubistein,,70 Almalí + Odeón,José Basso,Francisco De Lorenzo,"Roberto Pansera, Juan Carlos Bera, Eduardo Corti, Lisandro Adrover","Osvaldo Rodríguez, Armando Husso, José Singla, José Fernández","Piano, Bass, 4 Bandoneons, 4 Violins",,,,
José Basso,Orquesta José Basso,1970,A Media Luz,,Tango,Instrumental,Almalí,,,30007,Edgardo Donato,Carlos Lenzi,,70 Almalí + Odeón,José Basso,Francisco De Lorenzo,"Roberto Pansera, Juan Carlos Bera, Eduardo Corti, Lisandro Adrover","Osvaldo Rodríguez, Armando Husso, José Singla, José Fernández","Piano, Bass, 4 Bandoneons, 4 Violins",,,,
José Basso,Orquesta José Basso,1970,Don Juan,,Tango,Instrumental,Almalí,,,30007,Ernesto Ponzio,Ricardo Podestá,,70 Almalí + Odeón,José Basso,Francisco De Lorenzo,"Roberto Pansera, Juan Carlos Bera, Eduardo Corti, Lisandro Adrover","Osvaldo Rodríguez, Armando Husso, José Singla, José Fernández","Piano, Bass, 4 Bandoneons, 4 Violins",,,,
